SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
DESLORATADINA;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525515090017417;1002901910017;7897337713450;    -     ;    -     ;DESALEX;5 MG COM REV CT BL AL PLAS TRANS X 10;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Novo;Regulado;35,87;40,17;46,42;49,64;43,21;49,99;43,47;50,34;43,74;51,79;53,89;62,01;66,17;59,74;66,62;60,09;67,07;60,47;68,93;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
DESLORATADINA;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525515090017217;1002901910041;7897337712927;    -     ;    -     ;DESALEX;0,5 MG/ML XPE CT FR VD AMB X 60 ML + SER DOS;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Novo;Regulado;28,70;32,14;37,14;39,72;34,57;39,99;34,78;40,27;35,00;41,44;43,11;49,61;52,94;47,79;53,29;48,08;53,65;48,39;55,16;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
DESLORATADINA;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525515090017317;1002901910076;7897337712934;    -     ;    -     ;DESALEX;0,5 MG/ML XPE CT FR VD AMB X 100 ML + SER DOS;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Novo;Regulado;41,06;45,99;53,15;56,83;49,47;57,23;49,77;57,63;50,08;59,30;61,69;71,00;75,75;68,39;76,27;68,80;76,78;69,23;78,93;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
DESLORATADINA;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525515090017517;1002901910084;7897337713467;    -     ;    -     ;DESALEX;5 MG COM REV CT BL AL PLAS TRANS X 30;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Novo;Regulado;55,69;62,37;72,07;77,07;67,09;77,61;67,50;78,16;67,91;80,42;83,67;96,27;102,73;92,75;103,42;93,31;104,13;93,88;107,04;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
FUROATO DE MOMETASONA;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525515100018404;1002901930018;7897337709149;    -     ;    -     ;NITES;0,5 MG/G SUS SPR NAS CT FR SPR PLAS PEAD OPC X 120 ACIONAMENTOS;R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS;Similar;Regulado;59,81;59,81;67,97;72,06;72,06;72,50;72,50;72,94;72,94;74,76;82,68;93,96;99,62;99,62;100,23;100,23;100,84;100,84;103,35;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
DESOGESTREL;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525515120018804;1002901940013;7897337713382;    -     ;    -     ;PÉROLA;0,075 MG COM REV CT BL AL PLAS TRANS X 28;G3A5 - PREPARAÇÕES ORAIS COM PROGESTAGÊNIOS SOMENTE;Similar;Regulado;25,17;25,17;28,60;30,33;30,33;30,51;30,51;30,70;30,70;31,46;34,80;39,54;41,93;41,93;42,18;42,18;42,44;42,44;43,49;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
DESOGESTREL;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525515120018704;1002901940021;7897337713399;    -     ;    -     ;PÉROLA;0,075 MG COM REV CT BL AL PLAS TRANS X 84;G3A5 - PREPARAÇÕES ORAIS COM PROGESTAGÊNIOS SOMENTE;Similar;Regulado;65,00;65,00;73,86;78,31;78,31;78,79;78,79;79,27;79,27;81,25;89,86;102,11;108,26;108,26;108,92;108,92;109,59;109,59;112,32;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
PEMBROLIZUMABE;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525517020019902;1002901960014;7897337713818;    -     ;    -     ;KEYTRUDA;100 MG/ 4 ML SOL INJ CT FA VD INC X 4 ML;L1G5 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, PD-1/PD-L1;Biológico;Regulado;11888,21;13314,80;15386,42;16453,47;14323,14;16568,39;14409,96;16684,92;14497,82;17167,98;;;;;;;;;;Sim;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
DAPTOMICINA;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525517100020117;1002901970011;7897337715874;    -     ;    -     ;CUBICIN;500 MG PÓ LIOF INJ CT FR AMP VD TRANS;J1X9 - TODOS OS OUTROS ANTIBIÓTICOS;Novo;Regulado;274,43;274,43;311,85;330,64;330,64;332,64;332,64;334,67;334,67;343,04;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
DAPTOMICINA;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525517100020217;1002901970036;7897337715867;    -     ;    -     ;CUBICIN;500 MG PÓ LIOF INJ CT 5 FR AMP VD TRANS;J1X9 - TODOS OS OUTROS ANTIBIÓTICOS;Novo;Regulado;1372,12;1372,12;1559,23;1653,16;1653,16;1663,18;1663,18;1673,32;1673,32;1715,15;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
"ELBASVIR;GRAZOPREVIR MONOIDRATADO";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525518010020302;1002901980015;7897337715836;    -     ;    -     ;ZEPATIER;50 MG + 100 MG COM REV CT BL AL AL X 28;J5D3 - ANTIVIRAIS PARA HEPATITE C;Novo;Regulado;43594,56;48825,92;56422,65;60335,56;52523,56;60756,97;52841,90;61184,30;53164,10;62955,70;65498,23;75368,48;80422,75;72610,74;80965,90;73050,83;81516,35;73496,25;83796,13;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
"PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 58;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 16;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 18;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 6;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 31;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 52;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 33;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 11;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 45";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525518080020701;1002901990010;7897337713832;    -     ;    -     ;GARDASIL 9;SUS INJ CT 10 FA VD INC X 0,5 ML;J7E3 - VACINA CONTRA HPV (PAPILOMAVIRUS HUMANO);Biológico;Regulado;4778,47;5351,89;6184,58;6613,48;5757,19;6659,67;5792,09;6706,51;5827,41;6900,68;7179,37;8261,26;8815,27;7958,98;8874,80;8007,22;8935,14;8056,05;9185,03;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
"PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 58;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 16;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 18;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 6;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 31;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 52;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 33;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 11;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 45";45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525518080020601;1002901990037;7897337713825;    -     ;    -     ;GARDASIL 9;SUS INJ CT 1 SER PREENCH VD INC X 0,5 ML;J7E3 - VACINA CONTRA HPV (PAPILOMAVIRUS HUMANO);Biológico;Regulado;477,84;535,18;618,45;661,34;575,71;665,96;579,20;670,64;582,73;690,06;717,92;826,12;881,52;795,89;887,47;800,71;893,50;805,59;918,49;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
TAZOBACTAM SÓDICO;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525518040020402;1002902000014;7897337715829;    -     ;    -     ;ZERBAXA;1 G + 0,5 G PO SOL INFUS CT FA VD TRANS X 10;J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO;Novo;Regulado;2503,24;2803,63;3239,84;3464,52;3015,95;3488,72;3034,23;3513,26;3052,73;3614,98;;;;;;;;;;Sim;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
FOSFATO DE TEDIZOLIDA;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525519060021213;1002902010011;7897337716109;    -     ;    -     ;SIVEXTRO;200 MG COM REV CT BL AL PLAS TRANS X 6 ;J1X9 - TODOS OS OUTROS ANTIBIÓTICOS;Novo;Regulado;3927,09;4398,34;5082,67;5435,15;4731,43;5473,11;4760,11;5511,61;4789,13;5671,18;5900,22;6789,35;7244,64;6540,92;7293,57;6580,57;7343,16;6620,69;7548,53;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
FOSFATO DE TEDIZOLIDA;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525519060021113;1002902020015;7897337716000;    -     ;    -     ;SIVEXTRO;200 MG PO LIOF SOL INJ IV CT FA VD TRANS;J1X9 - TODOS OS OUTROS ANTIBIÓTICOS;Novo;Regulado;732,52;820,42;948,07;1013,82;882,55;1020,90;887,90;1028,08;893,31;1057,84;1100,56;1266,42;1351,35;1220,07;1360,47;1227,47;1369,72;1234,95;1408,02;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
LETERMOVIR;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525521060021402;1002902040016;7897337716086;    -     ;    -     ;PRIVYMTRA;240 MG COM REV CT BL AL AL X 28;J5B3 - ANTIVIRAIS PARA HERPES;Novo;Regulado;22904,98;25653,58;29644,97;31700,85;27596,35;31922,26;27763,61;32146,78;27932,90;33077,50;34413,36;39599,28;42254,84;38150,33;42540,21;38381,56;42829,42;38615,60;44027,25;Não;Não;Não;Não;(7);Negativa;Não;Tarja Vermelha(*)
LETERMOVIR;45.987.013/0001-34;ORGANON FARMACÊUTICA LTDA.;525521060021502;1002902040024;7897337716079;    -     ;    -     ;PRIVYMTRA;480 MG COM REV CT BL AL AL X 28;J5B3 - ANTIVIRAIS PARA HERPES;Novo;Regulado;24884,42;27870,56;32206,88;34440,43;29981,23;34680,98;30162,94;34924,91;30346,86;35936,05;37387,36;43021,44;45906,50;41447,29;46216,53;41698,50;46530,75;41952,75;47832,08;Não;Não;Não;Não;(7);Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE AMIODARONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523700202111413;1003300010057;7896094200081;    -     ;    -     ;ANCORON;200 MG COM REV CT BL AL AL X 20;C1B - ANTIARRÍTMICOS CARDÍACOS;Similar;Regulado;21,91;21,91;24,90;26,40;26,40;26,56;26,56;26,72;26,72;27,39;30,29;34,42;36,50;36,50;36,72;36,72;36,94;36,94;37,87;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CLORIDRATO DE AMIODARONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523712010025203;1003300010133;7896094207844;    -     ;    -     ;ANCORON;100 MG COM REV CT BL AL AL X 30;C1B - ANTIARRÍTMICOS CARDÍACOS;Similar;Regulado;15,30;15,30;17,39;18,43;18,43;18,55;18,55;18,66;18,66;19,13;21,15;24,04;25,48;25,48;25,64;25,64;25,80;25,80;26,45;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE AMIODARONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523712010025303;1003300010141;7896094207851;    -     ;    -     ;ANCORON;200 MG COM REV CT BL AL AL X 30;C1B - ANTIARRÍTMICOS CARDÍACOS;Similar;Regulado;30,65;30,65;34,83;36,93;36,93;37,15;37,15;37,38;37,38;38,31;42,37;48,15;51,05;51,05;51,36;51,36;51,68;51,68;52,96;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE AMIODARONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720120045507;1003300010151;7896094210981;    -     ;    -     ;ANCORON;100 MG COM REV CT BL AL AL X 60;C1B - ANTIARRÍTMICOS CARDÍACOS;Similar;Regulado;30,61;30,61;34,78;36,88;36,88;37,10;37,10;37,33;37,33;38,26;42,32;48,08;50,98;50,98;51,29;51,29;51,61;51,61;52,89;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CLORIDRATO DE AMIODARONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720120045607;1003300010168;7896094211001;    -     ;    -     ;ANCORON;200 MG COM REV CT BL AL AL X 60;C1B - ANTIARRÍTMICOS CARDÍACOS;Similar;Regulado;61,30;61,30;69,66;73,86;73,86;74,30;74,30;74,76;74,76;76,63;84,74;96,30;102,11;102,11;102,72;102,72;103,35;103,35;105,94;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CLORIDRATO DE AMIODARONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720120045707;1003300010176;7896094210998;    -     ;    -     ;ANCORON;100 MG COM REV CT BL AL AL X 90;C1B - ANTIARRÍTMICOS CARDÍACOS;Similar;Regulado;45,91;45,91;52,17;55,31;55,31;55,65;55,65;55,99;55,99;57,39;63,47;72,12;76,46;76,46;76,93;76,93;77,40;77,40;79,34;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CLORIDRATO DE AMIODARONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720120045807;1003300010184;7896094211018;    -     ;    -     ;ANCORON;200 MG COM REV CT BL AL AL X 90;C1B - ANTIARRÍTMICOS CARDÍACOS;Similar;Regulado;91,95;91,95;104,49;110,78;110,78;111,45;111,45;112,13;112,13;114,94;127,12;144,45;153,15;153,15;154,07;154,07;155,01;155,01;158,90;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"GESTODENO;ETINILESTRADIOL";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523701901110414;1003300270046;7896094201248;    -     ;    -     ;GESTINOL;0,030 + 0,075 MG COM REV CT ENVOL BL AL PLAS TRANS X 28 + CALEND;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Novo;Regulado;32,36;32,36;36,77;38,99;38,99;39,22;39,22;39,46;39,46;40,45;44,74;50,83;53,90;53,90;54,22;54,22;54,55;54,55;55,92;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"GESTODENO;ETINILESTRADIOL";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523712050025603;1003300270070;7896094203068;    -     ;    -     ;GESTINOL;0,030 + 0,075 MG COM REV CT ENVOL BL AL PLAS TRANS X 84 + CALEND;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Novo;Regulado;86,24;86,24;98,00;103,90;103,90;104,53;104,53;105,17;105,17;107,80;119,22;135,48;143,64;143,64;144,51;144,51;145,39;145,39;149,03;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
BROMOPRIDA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523703701119414;1003300280033;7896094200104;    -     ;    -     ;PLAMET;10 MG COM CT BL AL PLAS PVC TRANS X 20;A3F - GASTROPROCINÉTICOS;Similar;Regulado;22,72;25,45;29,41;31,45;27,38;31,67;27,54;31,89;27,71;32,82;34,14;39,29;41,92;37,85;42,20;38,07;42,49;38,31;43,68;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
BROMOPRIDA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523703705157418;1003300280041;7896094200203;    -     ;    -     ;PLAMET;5 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML;A3F - GASTROPROCINÉTICOS;Similar;Regulado;260,37;291,62;336,99;360,36;313,70;362,88;315,61;365,43;317,53;376,01;391,20;450,15;480,33;433,67;483,58;436,31;486,87;438,97;500,48;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
BROMOPRIDA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523703704150411;1003300280122;7896094200128;    -     ;    -     ;PLAMET;5 MG/ML SOL INJ CT 5 AMP VD AMB X 2 ML;A3F - GASTROPROCINÉTICOS;Similar;Regulado;33,09;37,06;42,83;45,80;39,87;46,12;40,11;46,44;40,35;47,78;49,71;57,21;61,05;55,12;61,46;55,45;61,87;55,78;63,60;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
BROMOPRIDA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523703703138416;1003300280130;7896094201309;    -     ;    -     ;PLAMET;4 MG/ML SOL OR CT FR GOT PLAS OPC X 20 ML;A3F - GASTROPROCINÉTICOS;Similar;Regulado;21,78;24,39;28,18;30,14;26,24;30,35;26,40;30,56;26,56;31,45;32,72;37,64;40,17;36,28;40,44;36,50;40,72;36,72;41,86;Não;Não;Não;Não;;Negativa;Não;Tarja  Vermelha
SUMATRIPTANA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523705001114416;1003300290033;7896094200340;    -     ;    -     ;SUMAX;100 MG COM REV  CT BL AL  PLAS TRANS X 2;N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS;Similar;Regulado;39,60;39,60;45,00;47,71;47,71;48,00;48,00;48,29;48,29;49,50;54,74;62,21;65,96;65,96;66,36;66,36;66,76;66,76;68,43;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
SUMATRIPTANA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523705003117412;1003300290144;7896094200432;    -     ;    -     ;SUMAX;50 MG COM REV CT BL AL PLAS TRANS X 2;N2C1 - ANTIENXAQUECOSOS TRIPTÂNICOS;Similar;Regulado;20,04;20,04;22,77;24,14;24,14;24,29;24,29;24,44;24,44;25,05;27,70;31,48;33,37;33,37;33,58;33,58;33,79;33,79;34,63;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
ADENOSINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523700101153315;1003300380024;7896094200418;    -     ;    -     ;ADENOCARD;3 MG/ML SOL INJ CT 2 AMP VD AMB X 2 ML;C1B - ANTIARRÍTMICOS CARDÍACOS;Similar;Regulado;41,02;41,02;46,61;49,42;49,42;49,72;49,72;50,02;50,02;51,28;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
ADENOSINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523700102151316;1003300380038;7896094200425;    -     ;    -     ;ADENOCARD;3 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML;C1B - ANTIARRÍTMICOS CARDÍACOS;Similar;Regulado;722,72;722,72;821,27;870,75;870,75;876,02;876,02;881,37;881,37;903,40;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE BUSPIRONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523700401114412;1003300420013;7896094200227;    -     ;    -     ;ANSITEC;5 MG COM CT BL  AL PLAS TRANS X 20;N5C - TRANQUILIZANTES;Similar;Regulado;19,32;19,32;21,95;23,28;23,28;23,42;23,42;23,56;23,56;24,15;26,71;30,34;32,18;32,18;32,38;32,38;32,57;32,57;33,39;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE BUSPIRONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523700402110410;1003300420021;7896094200234;    -     ;    -     ;ANSITEC;10 MG COM CT BL  AL PLAS TRANS X 20;N5C - TRANQUILIZANTES;Similar;Regulado;34,65;34,65;39,38;41,75;41,75;42,00;42,00;42,26;42,26;43,31;47,90;54,44;57,72;57,72;58,06;58,06;58,42;58,42;59,87;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE BUSPIRONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523718070038003;1003300420031;7896094209619;    -     ;    -     ;ANSITEC;5 MG COM CT BL  AL PLAS TRANS X 60;N5C - TRANQUILIZANTES;Similar;Regulado;57,95;57,95;65,85;69,82;69,82;70,24;70,24;70,67;70,67;72,44;80,11;91,03;96,52;96,52;97,10;97,10;97,70;97,70;100,14;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE BUSPIRONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720090044707;1003300420048;7896094209626;    -     ;    -     ;ANSITEC;5 MG COM CT BL  AL PLAS TRANS X 90;N5C - TRANQUILIZANTES;Similar;Regulado;86,93;86,93;98,78;104,73;104,73;105,37;105,37;106,01;106,01;108,66;120,18;136,56;144,78;144,78;145,67;145,67;146,55;146,55;150,22;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE BUSPIRONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523718070038103;1003300420056;7896094209633;    -     ;    -     ;ANSITEC;10 MG COM CT BL  AL PLAS TRANS X 60;N5C - TRANQUILIZANTES;Similar;Regulado;103,96;103,96;118,14;125,25;125,25;126,01;126,01;126,78;126,78;129,95;143,72;163,32;173,15;173,15;174,20;174,20;175,27;175,27;179,65;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE BUSPIRONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720090044807;1003300420064;7896094209640;    -     ;    -     ;ANSITEC;10 MG COM CT BL  AL PLAS TRANS X 90;N5C - TRANQUILIZANTES;Similar;Regulado;155,94;155,94;177,20;187,88;187,88;189,02;189,02;190,17;190,17;194,93;215,58;244,97;259,73;259,73;261,31;261,31;262,90;262,90;269,48;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE BUSPIRONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719020039803;1003300420072;7896094209800;    -     ;    -     ;ANSITEC;5 MG COM CT BL  AL PLAS TRANS X 8;N5C - TRANQUILIZANTES;Similar;Regulado;7,73;7,73;8,78;9,31;9,31;9,37;9,37;9,43;9,43;9,66;10,69;12,14;12,87;12,87;12,95;12,95;13,04;13,04;13,35;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
NITRENDIPINO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523700702114411;1003300450052;7896094200982;    -     ;    -     ;CALTREN;10 MG COM CT 2 BL AL PLAS AMB X 15;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Similar;Regulado;40,42;40,42;45,93;48,70;48,70;48,99;48,99;49,29;49,29;50,53;55,88;63,50;67,32;67,32;67,73;67,73;68,14;68,14;69,85;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
NITRENDIPINO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523700704117418;1003300450060;7896094201002;    -     ;    -     ;CALTREN;20 MG COM CT 2 BL AL PLAS AMB X 15;C8A - ANTAGONISTAS DO CÁLCIO PUROS;Similar;Regulado;76,48;76,48;86,91;92,14;92,14;92,70;92,70;93,27;93,27;95,60;105,73;120,15;127,38;127,38;128,15;128,15;128,94;128,94;132,16;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
FLUCONAZOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523701801116410;1003300520042;7896094200302;    -     ;    -     ;FLUCONAL;150 MG CAP DURA CT BL AL PLAS  TRANS X 01;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Similar;Regulado;25,20;25,20;28,64;30,36;30,36;30,55;30,55;30,73;30,73;31,50;34,84;39,59;41,97;41,97;42,23;42,23;42,48;42,48;43,55;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
FLUOXETINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523705302114415;1003300540027;7896094200494;    -     ;    -     ;VEROTINA;20 MG COM REV CT BL AL PLAS INC X 28;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;66,72;66,72;75,82;80,39;80,39;80,87;80,87;81,37;81,37;83,40;92,24;104,82;111,13;111,13;111,80;111,80;112,49;112,49;115,30;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
FLUOXETINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523705303137419;1003300540061;7896094201194;    -     ;    -     ;VEROTINA;20 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;44,44;44,44;50,50;53,54;53,54;53,87;53,87;54,20;54,20;55,55;61,44;69,81;74,02;74,02;74,47;74,47;74,93;74,93;76,79;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE TRAMADOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523704802113411;1003300580061;7896094200791;    -     ;    -     ;SENSITRAM;100 MG COM REV LIB RETARD CT BL AL PLAS INC X 30;N2A - ANALGÉSICOS NARCÓTICOS;Similar;Regulado;105,36;105,36;119,73;126,94;126,94;127,71;127,71;128,49;128,49;131,70;145,65;165,52;175,49;175,49;176,55;176,55;177,63;177,63;182,07;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
DEFLAZACORTE;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523701101114415;1003300630026;7896094200531;    -     ;    -     ;DEFLANIL;30 MG COM CT BL AL PLAS INC X 10;H2A2 - CORTICOSTERÓIDES ORAIS PUROS;Similar;Regulado;100,45;100,45;114,15;121,02;121,02;121,76;121,76;122,50;122,50;125,56;138,87;157,81;167,30;167,30;168,33;168,33;169,35;169,35;173,58;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
